\HA01KHI KMB 0420210205521     0000                                          0000
L1KMB-COM-14AB        AKA  KMB  2021-04-222021-06-01MOL SUCCESS                   SKMB-104021
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAFN14013-1051          00000400000000000240000BRLFOB              0000000030600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAFO14014-0036          00000200000000000780000BRLFOB              0000000107800
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGK14093-0653          00000200000000002030000BRLFOB              0000000086000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGL14093-0654          00000200000000001980000BRLFOB              0000000052000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGP14093-1000   28Z    00000200000000008690000BRLFOB              0000000350000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGQ14093-1001   28Z    00000200000000008690000BRLFOB              0000000330000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGT16085-0134          00000200000000032970000BRLFOB              0000001380000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGW16126-0740          00000200000000023830000BRLFOB              0000000770000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGX16126-0745          00000200000000027190000BRLFOB              0000001308500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGY16126-1140          00000400000000001940000BRLFOB              0000000097000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAGZ16130-1058          00000200000000012180000BRLFOB              0000000406900
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHC16154-0057          00000200000000008980000BRLFOB              0000001505100
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHG18018-0605          00000200000000003150000BRLFOB              0000000137000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHI180BA0616           00000200000000000150000BRLFOB              0000000055000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHN21007-0656          00000200000000007440000BRLFOB              0000001358000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHO21007-0660          00000200000000006580000BRLFOB              0000000778000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHQ21163-0770          00000040000000098040000BRLFOB              0000011330000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHR21163-0770          00000040000000098040000BRLFOB              0000011330000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHS21163-0770          00000040000000098040000BRLFOB              0000011330000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHT21163-0770          00000040000000098040000BRLFOB              0000011330000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHU21163-0770          00000040000000098040000BRLFOB              0000011330000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAHY21176-0009          00000200000000007660000BRLFOB              0000000227200
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAIA21176-0704          00000200000000022050000BRLFOB              0000000288600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAIB21176-0848          00000200000000032120000BRLFOB              0000000442400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAID21176-0877          00000200000000035190000BRLFOB              0000000520800
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAIE21181-0022          00000200000000071930000BRLFOB              0000000680000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAIH220AB0614           00000200000000000090000BRLFOB              0000000041400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAJG23062-0979          00000400000000003260000BRLFOB              0000000264200
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAJS26011-0972          00000200000000011980000BRLFOB              0000001102000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAJT26011-0986          00000200000000011810000BRLFOB              0000001380000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAJX27002-0029          00000200000000035650000BRLFOB              0000000176000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAKA27010-0112          00000200000000022750000BRLFOB              0000001220000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAKC27010-0867          00000200000000007540000BRLFOB              0000000280000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAKD27016-1115          00000200000000004460000BRLFOB              0000000500000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAKG32033-1535          00000200000000002250000BRLFOB              0000000300000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAKI32085-0047          00000400000000000560000BRLFOB              0000000074200
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAKP32099-0767          00000200000000016930000BRLFOB              0000000826000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AALS33032-0055          00000200000000027650000BRLFOB              0000004701000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AANN39110-0044          00000200000000002520000BRLFOB              0000000246600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AANQ39112-0005          00000200000000006710000BRLFOB              0000000222000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AANY39156-2235          00000200000000000370000BRLFOB              0000000008400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AANZ39156-2241          00000600000000000140000BRLFOB              0000000000800
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAOA39156-2268          00000400000000000390000BRLFOB              0000000015000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAOI39156-2283          00000200000000000300000BRLFOB              0000000008500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAOJ39156-2284          00000200000000000210000BRLFOB              0000000004400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAOL39156-2288          00000200000000000190000BRLFOB              0000000001600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAOM39156-2292          00000200000000000210000BRLFOB              0000000000700
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAON39156-2293          00000200000000000240000BRLFOB              0000000000500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAOO39156-2294          00000400000000000160000BRLFOB              0000000003500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPG41068-0618          00000200000000027640000BRLFOB              0000003940000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPH41068-0619          00000200000000026350000BRLFOB              0000003920000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPM41080-0677   11I    00000100000000086720000BRLFOB              0000013940000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPN41080-0677   11I    00000100000000086720000BRLFOB              0000013940000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPO41080-0677   11I    00000100000000086720000BRLFOB              0000013940000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPP41080-0677   11I    00000100000000086720000BRLFOB              0000013940000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPQ41080-0678    CM    00000100000000050410000BRLFOB              0000012000000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPR41080-0678    CM    00000100000000050410000BRLFOB              0000012000000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAPX411AA0600           00000400000000000010000BRLFOB              0000000007800
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAQA42036-1251  1A      00000200000000005480000BRLFOB              0000000520000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAQB42036-1342  1A      00000600000000003540000BRLFOB              0000000510000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAQE42045-018           00000200000000001050000BRLFOB              0000000490200
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AARN461DB0500           00000400000000000010000BRLFOB              0000000004100
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AARO480J1100            00000200000000000060000BRLFOB              0000000003900
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AARP480J1400            00000200000000000070000BRLFOB              0000000005400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AARQ482EA0100           00000400000000000090000BRLFOB              0000000010700
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AARR482EA5000           00000400000000000040000BRLFOB              0000000002100
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AASE49065-0026          00000200000000010240000BRLFOB              0000000708000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AATM54012-0656          00000200000000016060000BRLFOB              0000001206000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AATN54012-0657          00000200000000015940000BRLFOB              0000001268000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAUJ59026-0049          00000200000000022340000BRLFOB              0000000838500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAUM600A0800            00000400000000000050000BRLFOB              0000000010400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAUU92001-1905          00000400000000001030000BRLFOB              0000000067500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAUV92002-1154          00000200000000000230000BRLFOB              0000000071000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAUW92002-1796          00000200000000000240000BRLFOB              0000000048900
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAUX92005-0826          00000200000000002140000BRLFOB              0000000052700
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVB92005-1238          00000200000000001690000BRLFOB              0000000186000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVF92015-1180          00000400000000000220000BRLFOB              0000000087000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVG92015-1367          00000200000000000060000BRLFOB              0000000032000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVH92015-1555          00000200000000001410000BRLFOB              0000000332600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVJ92015-1962          00000400000000000410000BRLFOB              0000000077000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVL92022-1116          00000200000000000450000BRLFOB              0000000122600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVM92022-1396          00000400000000000340000BRLFOB              0000000075700
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVR92022-326           00000200000000000160000BRLFOB              0000000019700
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVS92022-3730          00000200000000000510000BRLFOB              0000000022500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVT92025-1137          00000200000000001150000BRLFOB              0000000038100
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVW92027-1651          00000800000000000510000BRLFOB              0000000066600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVX92033-1041          00000200000000000350000BRLFOB              0000000054200
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVY92033-1054          00001600000000000050000BRLFOB              0000000004300
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAVZ92033-1102          00000400000000000070000BRLFOB              0000000004400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWA92037-010           00000400000000000130000BRLFOB              0000000001300
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWC92037-1712          00001400000000000220000BRLFOB              0000000004600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWD92039-0014          00000200000000000610000BRLFOB              0000000013200
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWE92039-0023          00000200000000000510000BRLFOB              0000000005000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWH92039-0705          00001200000000000170000BRLFOB              0000000013900
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWL92042-007           00000400000000000160000BRLFOB              0000000018900
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWN92043-0104          00000200000000000800000BRLFOB              0000000080000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWO92043-1262          00000200000000000100000BRLFOB              0000000012800
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWP92043-1263          00000800000000000100000BRLFOB              0000000019600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWQ92043-1264          00000800000000000130000BRLFOB              0000000025600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWR92043-1594  1A      00000400000000001860000BRLFOB              0000000390000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWS92043-1595          00000400000000000520000BRLFOB              0000000100000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWU92043-4009          00000800000000000260000BRLFOB              0000000033800
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWW92046-0008          00000400000000004560000BRLFOB              0000000318200
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWX92046-0043          00000200000000002690000BRLFOB              0000000094000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWY92046-1052          00000200000000001570000BRLFOB              0000000038400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAWZ92046-1263          00000200000000007250000BRLFOB              0000000470000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAXA92046-1266          00000400000000009780000BRLFOB              0000000425400
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAXD92048-1110  KD      00000400000000005180000BRLFOB              0000000300000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAXE92048-1111  KD      00000400000000005840000BRLFOB              0000000362000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAXF92049-0022          00000200000000001560000BRLFOB              0000000073100
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAXL92049-1483          00000200000000004100000BRLFOB              0000000119100
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAXT92055-0785          00001200000000001070000BRLFOB              0000000024300
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAXU92055-0831          00000400000000000580000BRLFOB              0000000010600
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYA92057-0202          00000200000000020470000BRLFOB              0000002889500
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYC92062-0046          00000200000000001280000BRLFOB              0000000015700
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYE92066-0032          00000200000000001060000BRLFOB              0000000071000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYH92066-0836          00000200000000000900000BRLFOB              0000000116000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYO92071-1270          00000200000000001750000BRLFOB              0000000012000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYQ92075-1123          00000600000000000250000BRLFOB              0000000038000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYU92075-1808          00000200000000000250000BRLFOB              0000000005000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAYV92075-277           00000800000000000130000BRLFOB              0000000031000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAZA92139-0067          00000200000000009590000BRLFOB              0000001427800
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAZB92140-1068          00000400000000003390000BRLFOB              0000000280000
L4KMB-2BE-003         KMB-2BE-003    KMB-2BE-003032 KMB-2BE-003AAZI92145-1319          00000400000000000200000BRLFOB              0000000009700
